Indicator Code,Country or Area Code,Country or Area,Time Code,Year,Value,Value Footnotes
NY.GDP.PCAP.PP.CD,MWI,Malawi,2017,2017,1037.545868,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2016,2016,1025.010957,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2015,2015,1018.935262,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2014,2014,1078.980573,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2013,2013,1108.513657,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2012,2012,1034.020079,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2011,2011,1062.954455,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2010,2010,1021.858988,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2009,2009,972.6456378,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2008,2008,917.0580953,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2007,2007,859.8979223,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2006,2006,785.7325285,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2005,2005,748.4797132,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2004,2004,721.4126314,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2003,2003,683.1300311,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2002,2002,649.9934312,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2001,2001,644.6779486,
NY.GDP.PCAP.PP.CD,MWI,Malawi,2000,2000,680.7341574,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1999,1999,673.2994728,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1998,1998,662.5540399,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1997,1997,648.2739135,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1996,1996,628.8313746,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1995,1995,585.8487414,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1994,1994,496.5608459,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1993,1993,543.6167911,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1992,1992,485.3328304,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1991,1991,516.6356151,
NY.GDP.PCAP.PP.CD,MWI,Malawi,1990,1990,469.1823932,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2018,2018,28186.70494,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2017,2017,26648.32965,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2016,2016,25546.00923,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2015,2015,24801.88695,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2014,2014,24607.70746,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2013,2013,23478.0318,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2012,2012,22985.82538,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2011,2011,21704.74958,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2010,2010,20508.75245,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2009,2009,19193.19048,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2008,2008,19695.07704,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2007,2007,18784.48219,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2006,2006,17549.59826,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2005,2005,16454.21794,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2004,2004,15450.0455,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2003,2003,14369.82821,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2002,2002,13606.05103,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2001,2001,12976.6736,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,2000,2000,12913.17214,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1999,1999,11875.80867,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1998,1998,11302.46027,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1997,1997,12373.31493,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1996,1996,11627.62003,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1995,1995,10648.77129,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1994,1994,9739.125574,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1993,1993,8951.920938,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1992,1992,8159.296379,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1991,1991,7517.49071,
NY.GDP.PCAP.PP.CD,MYS,Malaysia,1990,1990,6818.401982,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2018,2018,18945.25865,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2017,2017,17988.69,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2016,2016,17411.05432,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2015,2015,16768.69732,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2014,2014,15993.16898,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2013,2013,14774.15009,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2012,2012,13690.52841,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2011,2011,13542.92749,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2010,2010,12712.20418,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2009,2009,12123.61642,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2008,2008,13345.01164,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2007,2007,12251.76701,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2006,2006,11336.64307,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2005,2005,8940.432454,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2004,2004,10248.25024,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2003,2003,9678.550809,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2002,2002,8594.75459,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2001,2001,8104.711108,
NY.GDP.PCAP.PP.CD,MDV,Maldives,2000,2000,8460.491404,
NY.GDP.PCAP.PP.CD,MDV,Maldives,1999,1999,8140.068937,
NY.GDP.PCAP.PP.CD,MDV,Maldives,1998,1998,7700.276357,
NY.GDP.PCAP.PP.CD,MDV,Maldives,1997,1997,7207.524471,
NY.GDP.PCAP.PP.CD,MDV,Maldives,1996,1996,6653.917509,
NY.GDP.PCAP.PP.CD,MDV,Maldives,1995,1995,6178.421032,
NY.GDP.PCAP.PP.CD,MLI,Mali,2018,2018,2336.97532,
NY.GDP.PCAP.PP.CD,MLI,Mali,2017,2017,2248.260816,
NY.GDP.PCAP.PP.CD,MLI,Mali,2016,2016,2188.081627,
NY.GDP.PCAP.PP.CD,MLI,Mali,2015,2015,2032.665667,
NY.GDP.PCAP.PP.CD,MLI,Mali,2014,2014,1915.368491,
NY.GDP.PCAP.PP.CD,MLI,Mali,2013,2013,1812.965118,
NY.GDP.PCAP.PP.CD,MLI,Mali,2012,2012,1763.839478,
NY.GDP.PCAP.PP.CD,MLI,Mali,2011,2011,1826.647792,
NY.GDP.PCAP.PP.CD,MLI,Mali,2010,2010,1787.161555,
NY.GDP.PCAP.PP.CD,MLI,Mali,2009,2009,1731.268201,
NY.GDP.PCAP.PP.CD,MLI,Mali,2008,2008,1693.719835,
NY.GDP.PCAP.PP.CD,MLI,Mali,2007,2007,1639.392599,
NY.GDP.PCAP.PP.CD,MLI,Mali,2006,2006,1594.965013,
NY.GDP.PCAP.PP.CD,MLI,Mali,2005,2005,1528.692945,
NY.GDP.PCAP.PP.CD,MLI,Mali,2004,2004,1437.30406,
NY.GDP.PCAP.PP.CD,MLI,Mali,2003,2003,1422.56133,
NY.GDP.PCAP.PP.CD,MLI,Mali,2002,2002,1320.212706,
NY.GDP.PCAP.PP.CD,MLI,Mali,2001,2001,1299.113577,
NY.GDP.PCAP.PP.CD,MLI,Mali,2000,2000,1134.541156,
NY.GDP.PCAP.PP.CD,MLI,Mali,1999,1999,1142.074856,
NY.GDP.PCAP.PP.CD,MLI,Mali,1998,1998,1094.128575,
NY.GDP.PCAP.PP.CD,MLI,Mali,1997,1997,1032.31878,
NY.GDP.PCAP.PP.CD,MLI,Mali,1996,1996,993.341178,
NY.GDP.PCAP.PP.CD,MLI,Mali,1995,1995,935.1350457,
NY.GDP.PCAP.PP.CD,MLI,Mali,1994,1994,931.9516732,
NY.GDP.PCAP.PP.CD,MLI,Mali,1993,1993,903.1993123,
NY.GDP.PCAP.PP.CD,MLI,Mali,1992,1992,878.052876,
NY.GDP.PCAP.PP.CD,MLI,Mali,1991,1991,909.1044428,
NY.GDP.PCAP.PP.CD,MLI,Mali,1990,1990,804.2250455,
NY.GDP.PCAP.PP.CD,MLT,Malta,2018,2018,43555.20509,
NY.GDP.PCAP.PP.CD,MLT,Malta,2017,2017,41554.93791,
NY.GDP.PCAP.PP.CD,MLT,Malta,2016,2016,38699.6095,
NY.GDP.PCAP.PP.CD,MLT,Malta,2015,2015,36083.36776,
NY.GDP.PCAP.PP.CD,MLT,Malta,2014,2014,33387.07263,
NY.GDP.PCAP.PP.CD,MLT,Malta,2013,2013,31078.43944,
NY.GDP.PCAP.PP.CD,MLT,Malta,2012,2012,29423.39961,
NY.GDP.PCAP.PP.CD,MLT,Malta,2011,2011,28601.70114,
NY.GDP.PCAP.PP.CD,MLT,Malta,2010,2010,27829.82422,
NY.GDP.PCAP.PP.CD,MLT,Malta,2009,2009,26159.43065,
NY.GDP.PCAP.PP.CD,MLT,Malta,2008,2008,26193.04582,
NY.GDP.PCAP.PP.CD,MLT,Malta,2007,2007,24891.48886,
NY.GDP.PCAP.PP.CD,MLT,Malta,2006,2006,23219.91715,
NY.GDP.PCAP.PP.CD,MLT,Malta,2005,2005,22263.78261,
NY.GDP.PCAP.PP.CD,MLT,Malta,2004,2004,21336.32361,
NY.GDP.PCAP.PP.CD,MLT,Malta,2003,2003,20781.60167,
NY.GDP.PCAP.PP.CD,MLT,Malta,2002,2002,19584.6137,
NY.GDP.PCAP.PP.CD,MLT,Malta,2001,2001,18419.34161,
NY.GDP.PCAP.PP.CD,MLT,Malta,2000,2000,18289.72215,
NY.GDP.PCAP.PP.CD,MLT,Malta,1999,1999,16962.22997,
NY.GDP.PCAP.PP.CD,MLT,Malta,1998,1998,15868.60609,
NY.GDP.PCAP.PP.CD,MLT,Malta,1997,1997,15126.64412,
NY.GDP.PCAP.PP.CD,MLT,Malta,1996,1996,13668.09053,
NY.GDP.PCAP.PP.CD,MLT,Malta,1995,1995,12912.4821,
NY.GDP.PCAP.PP.CD,MLT,Malta,1994,1994,11976.17917,
NY.GDP.PCAP.PP.CD,MLT,Malta,1993,1993,11202.88397,
NY.GDP.PCAP.PP.CD,MLT,Malta,1992,1992,10579.40999,
NY.GDP.PCAP.PP.CD,MLT,Malta,1991,1991,9982.668571,
NY.GDP.PCAP.PP.CD,MLT,Malta,1990,1990,9335.808073,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2018,2018,3986.06801,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2017,2017,3780.93897,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2016,2016,3585.710747,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2015,2015,3519.218145,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2014,2014,3443.028342,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2013,2013,3425.601546,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2012,2012,3258.500774,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2011,2011,3285.582535,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2010,2010,3252.367857,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2009,2009,2995.234351,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2008,2008,2934.230051,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2007,2007,3093.465138,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2006,2006,2946.295217,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2005,2005,2866.939653,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2004,2004,2757.248092,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2003,2003,2710.465424,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2002,2002,2760.841073,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2001,2001,2668.129428,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,2000,2000,2476.246796,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1999,1999,2405.38236,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1998,1998,2404.482403,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1997,1997,2392.896969,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1996,1996,2510.2735,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1995,1995,2752.430689,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1994,1994,2503.293197,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1993,1993,2332.732208,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1992,1992,2175.210361,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1991,1991,2019.486498,
NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,1990,1990,1998.490655,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2018,2018,5161.408836,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2017,2017,5077.195472,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2016,2016,4700.104005,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2015,2015,4200.155677,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2014,2014,4295.049304,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2013,2013,4481.255364,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2012,2012,4262.064847,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2011,2011,4225.568913,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2010,2010,4092.08467,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2009,2009,4058.739692,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2008,2008,4142.721087,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2007,2007,4196.493605,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2006,2006,4290.200245,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2005,2005,3621.096346,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2004,2004,3328.105268,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2003,2003,3183.320395,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2002,2002,3005.948569,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2001,2001,3000.580218,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,2000,2000,3041.067913,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1999,1999,3178.818442,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1998,1998,3101.704328,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1997,1997,3061.116496,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1996,1996,3216.24223,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1995,1995,3061.197716,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1994,1994,2800.570192,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1993,1993,2901.90803,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1992,1992,2747.316723,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1991,1991,2705.80679,
NY.GDP.PCAP.PP.CD,MRT,Mauritania,1990,1990,2639.023737,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2018,2018,22732.23453,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2017,2017,21415.11611,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2016,2016,20701.21897,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2015,2015,19229.83549,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2014,2014,18488.04679,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2013,2013,17866.30682,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2012,2012,16963.51124,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2011,2011,16653.2438,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2010,2010,15698.52215,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2009,2009,14902.35421,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2008,2008,14353.11306,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2007,2007,13407.97741,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2006,2006,12406.32643,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2005,2005,11536.87669,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2004,2004,11058.2433,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2003,2003,10386.3468,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2002,2002,9696.478906,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2001,2001,9459.232145,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,2000,2000,9027.425525,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1999,1999,8241.220605,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1998,1998,8018.503897,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1997,1997,7554.371329,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1996,1996,7115.206162,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1995,1995,6685.520676,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1994,1994,6333.217086,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1993,1993,6038.472407,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1992,1992,5680.382537,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1991,1991,5283.288313,
NY.GDP.PCAP.PP.CD,MUS,Mauritius,1990,1990,4946.528685,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2018,2018,20396.47771,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2017,2017,19795.8685,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2016,2016,19314.25736,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2015,2015,18284.88284,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2014,2014,18045.98446,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2013,2013,17373.89702,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2012,2012,17162.92752,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2011,2011,16520.25851,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2010,2010,15260.62055,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2009,2009,14558.24481,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2008,2008,14924.82175,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2007,2007,14290.06724,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2006,2006,13808.17762,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2005,2005,12657.63719,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2004,2004,12085.76007,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2003,2003,11482.44959,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2002,2002,11187.47762,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2001,2001,11129.86896,
NY.GDP.PCAP.PP.CD,MEX,Mexico,2000,2000,11089.81343,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1999,1999,10448.8234,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1998,1998,10173.16543,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1997,1997,9712.091271,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1996,1996,9076.087735,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1995,1995,8482.613062,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1994,1994,9014.381915,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1993,1993,8555.64056,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1992,1992,8936.047912,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1991,1991,8559.900134,
NY.GDP.PCAP.PP.CD,MEX,Mexico,1990,1990,8081.836061,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2018,2018,3550.41595,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2017,2017,3497.917295,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2016,2016,3380.736875,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2015,2015,3354.508153,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2014,2014,3215.174624,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2013,2013,3276.300535,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2012,2012,3388.224357,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2011,2011,3422.289681,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2010,2010,3265.69266,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2009,2009,3154.79213,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2008,2008,3080.080072,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2007,2007,3069.168534,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2006,2006,3018.000367,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2005,2005,2910.789354,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2004,2004,2753.504597,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2003,2003,2759.388521,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2002,2002,2663.933093,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2001,2001,2604.705324,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,2000,2000,2489.404433,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1999,1999,2314.526959,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1998,1998,2241.770228,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1997,1997,2149.975678,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1996,1996,2253.197402,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1995,1995,2302.245935,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1994,1994,2136.947305,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1993,1993,2146.326319,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1992,1992,1987.121889,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1991,1991,1917.508938,
NY.GDP.PCAP.PP.CD,FSM,Micronesia,1990,1990,1770.813903,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2018,2018,17106.74586,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2017,2017,16573.71117,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2016,2016,15931.46488,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2015,2015,16283.34781,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2014,2014,18063.07463,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2013,2013,18369.93212,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2012,2012,18489.49276,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2011,2011,17905.13169,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2010,2010,17316.04283,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2009,2009,16636.90436,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2008,2008,16742.69918,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2007,2007,16062.00916,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2006,2006,15201.36812,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2005,2005,14257.48148,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2004,2004,13462.86332,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2003,2003,12369.56511,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2002,2002,11774.61529,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2001,2001,11609.47689,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,2000,2000,11425.9667,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1999,1999,10775.88316,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1998,1998,10631.68192,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1997,1997,10222.33252,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1996,1996,9923.666272,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1995,1995,9503.519545,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1994,1994,9317.32616,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1993,1993,9137.211411,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1992,1992,8922.81821,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1991,1991,8488.341548,
NY.GDP.PCAP.PP.CD,MEA,Middle East & North Africa,1990,1990,7753.379177,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2017,2017,10897.67481,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2016,2016,10608.92463,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2015,2015,10675.7136,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2014,2014,11368.95812,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2013,2013,11694.2542,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2012,2012,11807.45064,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2011,2011,11503.45887,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2010,2010,11548.88476,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2009,2009,11041.89307,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2008,2008,10871.67935,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2007,2007,10470.30334,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2006,2006,9780.068921,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2005,2005,9152.505788,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2004,2004,8639.215893,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2003,2003,7933.663625,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2002,2002,7721.589757,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2001,2001,7486.21014,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),2000,2000,7288.458775,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),1999,1999,6936.433632,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),1998,1998,6665.359597,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),1997,1997,6286.265388,
NY.GDP.PCAP.PP.CD,MNA,Middle East & North Africa (excluding high income),1996,1996,6090.179847,
