"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Kiribati","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kiribati","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kiribati","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kiribati","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kiribati","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kiribati","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kiribati","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea DPR","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea DPR","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea DPR","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea DPR","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea DPR","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea DPR","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea DPR","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea Rep","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Korea Rep","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea Rep","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Korea Rep","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea Rep","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea Rep","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Korea Rep","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kuwait","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kuwait","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kuwait","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kuwait","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Kuwait","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kuwait","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kuwait","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kyrgyzstan","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kyrgyzstan","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kyrgyzstan","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kyrgyzstan","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kyrgyzstan","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kyrgyzstan","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Kyrgyzstan","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lao PDR","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lao PDR","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lao PDR","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lao PDR","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lao PDR","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lao PDR","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lao PDR","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Latvia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Latvia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Latvia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Latvia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Latvia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Latvia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Latvia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lebanon","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lebanon","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lebanon","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lebanon","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lebanon","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lebanon","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lebanon","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lesotho","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lesotho","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lesotho","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lesotho","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lesotho","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lesotho","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Lesotho","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Liberia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Liberia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Liberia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Liberia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Liberia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Liberia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Liberia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Libya","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Libya","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Libya","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Libya","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Libya","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Libya","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Libya","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Liechtenstein","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Liechtenstein","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Liechtenstein","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Liechtenstein","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Liechtenstein","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Liechtenstein","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Liechtenstein","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lithuania","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lithuania","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lithuania","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lithuania","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lithuania","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lithuania","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Lithuania","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Luxembourg","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Luxembourg","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Luxembourg","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Luxembourg","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Luxembourg","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Luxembourg","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Luxembourg","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Macedonia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Macedonia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Macedonia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Macedonia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Macedonia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Macedonia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Macedonia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Madagascar","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Madagascar","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Madagascar","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Madagascar","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Madagascar","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Madagascar","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Madagascar","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Malawi","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Malawi","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Malawi","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Malawi","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Malawi","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Malawi","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Malawi","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Malaysia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Malaysia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Malaysia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Malaysia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Malaysia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Malaysia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Malaysia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Maldives","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Maldives","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Maldives","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Maldives","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Maldives","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Maldives","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Maldives","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mali","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mali","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mali","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mali","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Mali","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mali","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mali","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Malta","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Malta","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Malta","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Malta","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Malta","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Malta","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Malta","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Marshall Islands","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Marshall Islands","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Marshall Islands","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Marshall Islands","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Marshall Islands","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Marshall Islands","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Marshall Islands","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mauritania","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritania","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritania","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritania","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritania","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritania","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritania","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Mauritius","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritius","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritius","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritius","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritius","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritius","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Mauritius","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Mexico","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","8"
"Mexico","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","8"
"Mexico","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","8"
"Mexico","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1","8"
"Mexico","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","8"
"Mexico","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","8"
"Mexico","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","8"
"Monaco","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Monaco","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Monaco","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Monaco","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Monaco","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Monaco","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Monaco","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Mongolia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mongolia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mongolia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mongolia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mongolia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mongolia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mongolia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Montenegro","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Montenegro","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Montenegro","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Montenegro","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Montenegro","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Montenegro","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Montenegro","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Morocco","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Morocco","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Morocco","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Morocco","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Morocco","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Morocco","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Morocco","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mozambique","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Mozambique","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Mozambique","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Mozambique","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Mozambique","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mozambique","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Mozambique","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Myanmar","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Myanmar","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Myanmar","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Myanmar","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Myanmar","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Myanmar","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Myanmar","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Namibia","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Namibia","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Namibia","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Namibia","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Namibia","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Namibia","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Namibia","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Nauru","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Nauru","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Nauru","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Nauru","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","4"
"Nauru","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Nauru","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Nauru","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","4"
"Nepal","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Nepal","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Nepal","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Nepal","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Nepal","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Nepal","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Nepal","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Netherlands","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Netherlands","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Netherlands","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Netherlands","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Netherlands","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Netherlands","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Netherlands","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"New Zealand","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"New Zealand","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"New Zealand","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"New Zealand","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"New Zealand","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"New Zealand","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"New Zealand","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Nicaragua","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Nicaragua","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Nicaragua","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Nicaragua","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Nicaragua","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Nicaragua","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Nicaragua","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","0","3"
"Niger","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Niger","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Niger","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Niger","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Niger","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Niger","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0","1"
"Niger","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","1"
"Nigeria","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","9"
"Nigeria","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","9"
"Nigeria","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","9"
"Nigeria","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","9"
"Nigeria","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","9"
"Nigeria","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","9"
"Nigeria","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","9"
"Niue","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Niue","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Niue","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Niue","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Niue","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Niue","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Niue","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Norway","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Norway","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Norway","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Norway","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Norway","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Norway","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Norway","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Oman","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Oman","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Oman","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Oman","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Oman","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Oman","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Oman","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Pakistan","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0","10"
"Pakistan","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0","10"
"Pakistan","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0","10"
"Pakistan","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0","10"
"Pakistan","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","10"
"Pakistan","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1","10"
"Pakistan","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1","10"
"Palau","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Palau","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Palau","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Palau","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Palau","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Palau","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Palau","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Panama","Economic or social reasons","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Panama","Foetal impairment","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Panama","On request","2007","UNPD_World Abortion Policies_2007","Yes/No","0",""
"Panama","Rape or incest","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Panama","To preserve mental health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Panama","To preserve physical health","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
"Panama","To save the woman's life","2007","UNPD_World Abortion Policies_2007","Yes/No","1",""
